age,income,loan_amount,credit_score,employment_years,existing_debt,num_credit_lines,default
58,48725.17,23156.78,623.0,0.4,9889.46,10,0
54,63403.07,15098.22,592.0,1.7,9657.63,11,0
37,44112.73,19201.43,394.0,0.2,2349.31,14,0
57,73626.82,1000.0,583.0,6.5,12040.0,3,0
45,56426.49,5599.45,636.0,11.4,3417.25,5,0
58,15000.0,22841.79,625.0,5.0,4863.41,4,1
32,63854.41,9652.52,687.0,5.3,8550.47,7,0
43,74927.02,3837.14,586.0,3.2,14900.93,10,0
62,31958.77,20130.34,589.0,0.8,753.05,7,0
42,63174.54,15010.67,481.0,0.0,2068.05,6,0
41,91599.19,11744.49,688.0,2.1,0.0,7,0
47,57241.33,27072.89,579.0,7.0,11037.27,12,0
51,77832.58,25699.47,593.0,16.1,5976.35,7,0
26,46156.9,13497.3,695.0,2.8,10546.47,13,0
47,54640.71,20779.0,579.0,2.3,10029.45,8,0
60,50907.57,1000.0,680.0,3.0,12728.2,11,0
54,47257.59,23746.87,553.0,2.8,8008.64,13,0
32,52045.56,6307.31,648.0,4.9,3744.19,1,0
27,22386.36,3382.86,601.0,6.6,9392.08,3,0
30,48382.4,1000.0,629.0,7.7,10487.34,12,0
37,81756.13,1000.0,771.0,5.2,5909.89,3,0
46,35726.2,23642.6,519.0,2.9,8545.0,5,1
41,33677.33,20049.16,764.0,15.0,0.0,10,0
48,56224.25,8873.12,576.0,6.2,365.05,14,0
22,57223.66,21839.19,720.0,2.8,0.0,13,0
63,62549.29,10240.15,735.0,3.0,9731.35,13,0
21,52725.23,17589.2,684.0,8.5,12439.79,7,1
56,56437.28,11141.53,553.0,2.9,0.0,10,0
46,47982.3,14040.29,672.0,3.6,8966.68,6,0
49,29484.08,7734.42,850.0,1.7,10682.97,4,0
41,53572.16,8921.46,651.0,9.1,5604.17,6,0
31,69491.94,19352.77,642.0,3.7,17609.29,7,0
60,65301.09,20638.23,634.0,4.0,0.0,4,0
31,20115.16,11687.01,691.0,10.6,5734.65,11,0
56,60038.51,2795.68,643.0,12.7,0.0,8,0
59,37144.61,34769.98,673.0,8.7,10073.76,5,0
60,82843.28,15293.57,627.0,0.3,3608.45,3,0
55,61525.4,17497.13,567.0,2.9,0.0,2,0
54,72925.68,4909.36,836.0,2.1,11564.06,1,0
44,55423.36,24721.87,642.0,1.2,7058.82,4,0
42,53678.9,25943.16,850.0,12.0,6158.14,2,0
25,84916.9,1335.72,684.0,11.0,14764.63,12,0
53,74455.49,14180.91,698.0,3.1,3312.62,3,0
56,57357.17,13556.5,625.0,0.7,11863.72,1,0
40,51006.67,34107.57,603.0,0.1,12735.8,14,0
39,20856.51,26548.91,627.0,2.9,4624.99,13,1
55,61491.35,3393.77,583.0,0.2,8050.81,6,0
63,52477.92,9175.58,576.0,4.7,18072.46,4,0
37,66079.12,7856.05,793.0,4.7,1941.25,5,0
63,72156.38,17973.41,714.0,11.5,11329.58,8,0
54,79658.42,27577.67,770.0,1.1,8372.67,11,0
29,61739.86,15873.39,740.0,2.3,15624.11,4,0
46,34072.79,19009.33,602.0,9.8,7797.59,6,0
22,15000.0,9685.53,527.0,3.2,12114.52,3,1
29,38506.0,18966.46,613.0,0.3,0.0,8,0
29,81669.77,11224.66,657.0,0.6,0.0,13,0
60,91469.83,1873.92,742.0,8.4,1704.57,3,0
37,50241.98,18446.97,646.0,6.8,5350.73,7,0
21,25780.81,14921.18,850.0,10.4,5874.96,7,0
45,42031.73,6222.42,615.0,0.6,14553.67,3,0
63,77756.12,28163.08,697.0,7.1,5642.07,3,0
60,43179.74,8868.37,602.0,5.3,8142.96,10,0
62,66782.48,19872.81,683.0,1.3,8837.37,10,0
45,58371.17,12099.61,640.0,18.2,4210.99,12,0
59,69200.07,27348.62,630.0,4.2,7890.17,11,0
55,91360.22,13099.3,600.0,11.9,14306.97,14,0
23,66795.63,1602.98,662.0,9.8,9795.15,8,0
57,57938.33,21480.02,717.0,2.0,11559.24,11,0
64,93567.47,27316.35,572.0,3.8,9999.32,3,0
64,61991.04,11579.11,646.0,2.8,17882.74,2,0
50,39141.05,20431.08,689.0,6.2,1685.6,5,0
58,68749.31,16035.45,705.0,4.4,23003.7,11,0
54,63949.11,11938.27,799.0,7.7,13978.05,7,0
32,48841.95,21726.08,696.0,0.1,15068.84,8,0
39,44648.28,8599.71,618.0,5.8,15859.73,1,0
57,49034.81,15259.96,605.0,1.9,14218.06,12,0
64,44362.21,17058.85,604.0,1.3,259.34,2,0
37,49684.8,16768.71,599.0,8.1,1201.96,13,0
30,38144.07,8796.75,667.0,0.5,12195.26,7,0
32,62723.09,31476.84,684.0,1.3,11465.48,9,0
36,61224.03,25097.96,716.0,1.1,13314.81,3,0
44,61904.04,22923.3,703.0,2.7,8279.87,14,0
39,53752.61,26465.7,750.0,1.9,96.28,8,0
28,51446.73,15550.09,596.0,6.4,7339.23,14,0
51,83840.12,12029.68,781.0,6.0,12448.18,10,0
41,56348.12,6287.71,600.0,2.0,6480.97,3,0
37,80275.34,9372.55,678.0,2.9,7971.46,4,0
43,35071.68,6887.81,634.0,1.2,8180.32,2,0
57,66783.56,10775.16,648.0,5.6,4867.96,9,0
36,40305.94,17211.81,704.0,2.5,3116.55,14,0
26,43876.96,22312.2,535.0,0.7,20650.25,5,0
28,46761.88,22090.83,584.0,0.7,17351.6,5,0
45,45508.02,5627.94,710.0,1.9,14420.85,4,0
38,45607.91,20513.03,650.0,6.9,10490.19,13,0
45,79345.5,24150.86,629.0,0.1,1971.8,5,0
32,55908.22,12966.12,560.0,1.5,13323.81,12,0
35,59501.11,24582.0,630.0,0.9,14691.86,14,0
46,45856.8,22006.4,704.0,15.7,5933.15,1,0
61,72138.79,4883.27,605.0,6.1,1593.8,10,0
46,62101.13,32533.89,759.0,1.3,10561.52,14,0
52,48821.43,9274.82,736.0,1.2,14407.49,10,0
30,23314.32,22659.36,622.0,9.8,4159.76,12,1
36,59325.93,22369.78,602.0,1.1,11172.26,6,0
27,66513.59,5207.9,429.0,29.1,2555.36,11,0
37,35423.04,16431.84,564.0,1.7,1179.92,4,0
43,49092.11,22271.33,559.0,0.4,9229.2,12,0
46,65743.21,5123.09,536.0,5.9,3113.67,4,0
41,23581.44,15796.93,647.0,4.7,10580.52,12,0
42,42022.96,22941.38,675.0,40.0,0.0,13,0
27,62538.18,23457.92,795.0,8.1,2857.8,5,0
34,77100.37,11823.42,655.0,2.8,14174.63,14,0
35,98715.6,27354.95,487.0,5.6,12155.09,1,0
27,94173.1,25444.18,590.0,8.5,10514.24,4,0
29,57875.39,16929.82,699.0,3.6,5327.11,10,0
28,45315.46,9728.39,643.0,1.6,8082.26,3,0
43,73462.45,5673.19,719.0,1.2,6651.44,5,0
49,44128.14,18020.37,609.0,1.7,22002.65,10,1
38,39758.09,26716.1,742.0,9.4,9898.61,5,0
51,48894.68,13822.78,670.0,2.4,3400.35,8,0
50,46386.53,8127.35,672.0,1.7,7514.52,14,0
59,63252.61,21599.39,662.0,8.2,0.0,1,0
55,42951.97,16396.1,589.0,0.2,0.0,3,0
38,56702.44,19127.24,645.0,4.5,16776.28,5,0
62,86899.07,10797.77,674.0,10.3,9642.13,11,0
59,57442.81,12041.19,538.0,2.6,5290.47,3,0
37,85334.85,10760.03,656.0,1.6,7840.87,6,0
34,79041.13,18993.35,747.0,3.4,7374.99,10,0
51,66840.8,12284.83,685.0,6.3,8405.54,13,0
44,47916.94,19739.39,759.0,3.6,14886.49,3,0
55,75810.16,10029.03,683.0,0.0,11212.62,6,0
64,50000.5,18980.01,578.0,0.4,5542.49,8,0
54,54959.81,20630.25,713.0,6.4,0.0,4,0
23,61603.97,17652.34,559.0,2.6,1986.13,8,0
57,54892.65,22336.35,633.0,7.7,12550.74,7,0
63,40594.65,11148.35,628.0,5.2,17372.59,11,0
60,24458.02,20541.14,596.0,4.4,2732.32,11,0
46,74182.66,16866.76,840.0,11.6,1825.33,13,0
43,66406.84,8522.13,644.0,0.1,5405.7,4,0
64,20587.78,1000.0,795.0,0.8,18706.44,3,0
59,40064.25,1454.72,677.0,4.9,8886.21,5,0
35,58581.31,1000.0,584.0,0.3,3426.43,5,0
24,63851.45,18409.03,617.0,5.2,5833.21,14,0
49,24630.93,12401.85,647.0,20.7,4830.89,7,0
42,53215.23,15697.7,623.0,10.6,12224.8,11,0
45,65793.09,13556.79,628.0,4.5,19720.89,1,0
33,47969.76,19653.36,696.0,11.2,8784.99,9,0
38,60116.59,19887.3,679.0,0.6,14562.53,2,0
53,45248.96,15343.21,705.0,3.0,0.0,9,0
36,73183.93,15827.36,772.0,2.8,22046.03,9,0
62,39014.29,16146.92,612.0,2.1,0.0,13,0
64,32158.44,26134.26,739.0,0.0,15271.08,13,1
22,55578.54,1000.0,761.0,11.1,10031.73,14,0
55,26329.48,9635.83,754.0,7.5,451.37,3,0
62,15000.0,21922.09,509.0,5.3,13006.71,7,1
54,76674.71,23863.22,794.0,0.7,7825.52,3,0
50,35315.51,18417.6,599.0,2.4,2529.66,8,0
33,28326.97,13526.98,503.0,12.9,8064.4,8,0
33,38764.82,29892.48,792.0,4.8,0.0,13,0
38,37866.99,16422.49,691.0,4.6,5105.85,3,0
52,52157.77,15246.29,694.0,12.2,2213.4,5,0
52,33130.27,25654.28,623.0,4.1,6905.66,7,1
55,64963.72,18804.41,665.0,4.6,0.0,1,0
59,67924.68,22518.64,639.0,2.1,0.0,3,0
49,29500.17,23455.78,600.0,2.3,2905.44,1,0
49,42638.07,12020.23,652.0,5.8,7770.15,2,0
64,44538.86,29141.85,659.0,1.9,2160.48,14,0
36,51699.85,1000.0,544.0,4.1,10769.28,14,0
64,76653.67,1000.0,654.0,1.6,12212.53,7,0
30,77806.27,9558.28,507.0,0.9,2935.18,7,0
50,104977.35,11613.12,804.0,3.0,16342.82,3,0
45,15000.0,17901.0,642.0,1.2,6182.6,13,1
59,36514.09,9484.44,564.0,11.4,18989.2,6,0
40,91280.18,14904.65,691.0,1.8,6442.26,13,0
25,18985.99,13358.86,590.0,4.5,1270.18,6,0
21,90825.3,31035.72,648.0,1.5,15368.55,2,0
50,57947.03,8560.19,686.0,1.5,1751.58,13,0
23,58682.66,1535.64,569.0,2.2,14826.23,9,0
34,29404.04,23952.0,806.0,12.4,8723.75,13,0
50,45976.74,9288.35,814.0,2.5,4664.68,8,0
24,89947.53,14266.69,608.0,8.6,3389.43,2,0
38,54046.34,9830.6,560.0,1.1,7482.53,12,0
57,46110.02,20897.41,608.0,0.2,12079.09,4,0
45,63114.38,4005.8,612.0,7.6,7759.46,9,0
21,51155.65,1000.0,739.0,3.9,16877.05,4,0
35,61903.02,25365.73,609.0,3.5,945.38,7,0
29,38005.17,16979.77,557.0,1.6,7420.32,5,0
35,53456.95,23581.16,658.0,0.4,14603.96,10,0
44,42178.47,25097.7,531.0,3.3,776.61,6,0
24,18920.67,7668.27,735.0,10.1,14241.58,1,0
32,64639.16,15485.32,698.0,0.6,8118.78,4,0
57,30324.54,19043.11,602.0,13.2,8660.71,5,0
57,51705.18,14133.66,611.0,1.6,5962.68,6,0
63,73521.36,12502.79,670.0,3.8,746.22,6,0
26,25043.73,13290.79,562.0,0.3,7527.14,5,0
59,67093.68,23668.34,587.0,2.8,4665.3,3,0
44,49003.73,12927.9,632.0,0.7,17145.83,11,0
31,35669.53,19801.84,544.0,0.2,11062.54,2,1
33,95458.47,17775.14,614.0,17.0,8206.99,7,0
54,54988.87,7286.54,564.0,6.5,15906.43,1,0
45,43638.14,17415.76,764.0,6.3,7663.33,12,0
27,39395.74,2690.63,618.0,0.5,12217.28,12,0
24,72623.25,18211.47,574.0,13.3,14985.27,5,0
28,42758.88,22128.94,704.0,3.2,6366.4,4,0
40,70130.36,23971.31,600.0,9.6,10609.65,7,0
49,54950.4,7378.48,562.0,0.1,5379.85,2,0
30,77323.76,10710.77,721.0,1.8,14877.1,11,0
63,34149.21,17272.52,624.0,27.7,7836.54,13,0
54,36938.74,11192.6,717.0,2.8,16223.72,8,0
46,49379.89,1000.0,649.0,11.0,9193.14,9,0
61,51038.67,10666.43,660.0,2.0,23275.17,13,0
23,47908.86,17241.61,695.0,3.7,3757.08,12,0
26,107628.81,23540.23,599.0,9.6,13158.21,10,0
25,96264.94,28513.67,585.0,4.7,7741.08,1,0
25,60981.1,15999.58,746.0,6.5,6649.33,5,0
43,63339.44,19531.96,696.0,1.3,0.0,4,0
29,50271.36,22686.27,645.0,0.8,8436.69,5,0
55,34003.49,1000.0,714.0,1.3,2154.37,9,0
40,51358.56,6846.27,693.0,3.4,6141.88,12,0
62,70422.36,15820.5,725.0,8.1,2390.24,3,0
55,81112.54,27447.56,559.0,2.2,3193.04,14,0
38,74914.17,20038.09,645.0,4.2,1563.96,1,0
37,24804.51,17637.6,740.0,8.2,1625.86,11,0
44,49215.45,13175.1,784.0,1.4,0.0,3,0
23,25622.65,18414.35,607.0,10.7,10257.28,4,0
52,78376.87,10228.48,663.0,15.3,8108.58,13,0
55,46752.31,8761.37,652.0,0.2,12246.75,13,0
58,54057.8,9456.5,550.0,0.3,5648.65,2,0
33,64601.01,25723.85,627.0,0.5,4041.48,1,0
45,110322.8,8277.98,524.0,7.5,7472.8,1,0
29,60365.5,11809.78,637.0,1.0,12210.2,8,0
24,50234.58,18768.09,567.0,6.5,9799.04,4,0
34,30179.16,7958.52,664.0,2.9,8077.64,12,0
57,84172.79,16809.31,625.0,9.0,11986.3,2,0
54,51367.27,16806.43,624.0,8.3,8030.3,10,0
31,88142.85,10004.37,774.0,16.1,4450.84,3,0
61,77112.26,12929.76,656.0,1.4,13445.24,8,0
23,45740.88,7451.39,800.0,1.3,509.83,6,0
48,27154.48,26062.13,686.0,0.2,0.0,8,0
49,60451.38,17060.75,715.0,2.6,7850.35,10,0
29,42701.93,6610.86,580.0,3.1,8515.0,5,0
23,55786.92,16010.54,595.0,16.7,9398.14,3,0
45,75980.99,16372.75,651.0,8.9,6034.32,6,0
54,21928.36,1000.0,747.0,0.9,16118.51,10,0
32,60292.28,25723.55,621.0,8.0,0.0,8,0
62,70191.92,7083.14,535.0,1.0,8809.91,14,0
29,71162.21,31721.72,682.0,0.4,12551.88,5,0
35,27729.16,21362.33,655.0,9.1,16306.11,5,1
60,63386.73,5985.36,606.0,18.6,16005.97,3,0
45,79070.73,12486.0,620.0,0.5,1422.88,3,0
25,61864.68,22380.95,580.0,8.4,10172.83,13,0
31,52686.12,13097.98,724.0,9.8,6715.73,12,0
54,77792.26,24425.9,652.0,0.6,7886.31,8,0
44,41113.62,11991.45,669.0,1.7,14803.58,11,0
35,24403.34,14370.68,602.0,6.6,19399.58,1,0
58,50988.04,22601.2,757.0,8.2,9565.46,4,0
28,65700.9,19827.13,668.0,2.2,0.0,9,0
25,75778.74,7598.18,479.0,0.9,0.0,6,0
46,65610.05,18472.41,687.0,5.2,7721.0,6,1
38,71716.42,16339.58,629.0,6.1,13985.39,14,0
26,75906.23,7706.13,637.0,3.5,3287.39,10,0
57,48212.46,3876.18,729.0,0.8,6852.95,11,0
33,52041.21,1000.0,657.0,9.3,17707.45,11,0
48,80743.36,12644.61,787.0,5.2,5621.12,13,0
25,30796.86,14567.95,658.0,10.2,18517.1,7,0
33,63582.66,19036.62,613.0,13.5,5418.34,11,0
37,40665.82,21563.83,505.0,8.2,13425.62,7,0
60,77005.23,11689.13,593.0,15.9,8461.12,6,0
52,54641.29,14335.43,624.0,15.4,12659.81,9,0
49,55151.88,8930.22,767.0,4.8,20051.85,8,0
23,89577.6,15697.91,613.0,6.5,10518.02,12,0
60,33479.14,22748.07,781.0,6.0,15566.44,8,0
54,59316.39,15809.14,558.0,4.9,2632.21,2,0
60,51397.48,24306.6,588.0,0.1,2411.43,7,0
47,65648.23,22614.25,740.0,2.2,0.0,12,0
33,93586.62,26661.58,602.0,0.5,1666.12,1,0
53,42895.17,16033.86,738.0,1.8,17103.6,10,0
26,31052.05,10740.56,584.0,0.4,9988.77,8,0
44,38813.45,19969.87,592.0,12.6,6395.59,13,0
39,50343.64,12016.78,701.0,3.0,9225.17,3,0
36,56284.62,19718.81,585.0,1.0,12081.18,11,0
60,57290.58,9697.57,628.0,4.4,12671.04,13,0
48,91053.22,8372.75,682.0,1.1,9311.46,9,0
53,87496.78,24731.57,630.0,8.2,16296.3,5,0
61,81058.93,6899.4,605.0,1.8,2175.43,7,0
33,105288.77,23177.98,553.0,1.9,5896.0,14,0
63,71481.97,19688.25,766.0,10.2,15021.58,7,0
45,77167.1,15754.38,781.0,4.1,13738.14,9,1
62,71095.41,1000.0,676.0,10.9,10224.97,2,0
56,67818.11,26885.27,631.0,2.7,4742.5,4,0
47,62887.93,7521.28,636.0,2.1,12725.4,12,0
58,47062.86,22625.23,717.0,3.5,2545.03,8,0
27,30064.44,9472.47,733.0,0.3,15092.09,5,0
25,52386.92,8830.69,607.0,0.8,17130.34,11,0
63,66315.47,20348.93,736.0,1.2,4543.29,5,0
51,56445.24,19307.72,699.0,8.5,23529.98,3,0
43,33693.29,5839.22,735.0,6.6,2015.99,5,0
62,51682.34,26494.07,522.0,1.1,6865.83,13,0
30,50639.94,13351.63,616.0,1.6,6718.14,7,0
52,53752.91,15551.43,636.0,14.4,7377.12,4,0
63,64818.31,12623.38,612.0,0.4,16548.98,8,0
50,69125.16,6177.89,803.0,4.0,10626.38,14,0
59,44998.97,20881.8,617.0,3.7,3011.56,11,0
51,74622.42,17316.41,687.0,6.5,8654.21,6,0
38,77632.76,8559.32,662.0,1.5,11979.28,6,0
56,61406.04,22553.07,627.0,13.6,11124.94,6,0
22,68295.01,15438.7,593.0,2.6,15333.09,4,0
34,74684.63,15611.02,814.0,1.7,8536.34,14,0
33,33047.11,29212.15,632.0,2.1,12797.58,3,1
49,76094.63,2136.0,720.0,2.1,7145.92,10,0
32,39198.78,2030.37,649.0,1.1,4119.44,6,0
59,41145.97,3831.96,613.0,13.2,1151.79,6,0
22,58925.78,17909.07,659.0,1.0,17398.92,2,0
52,15000.0,12127.65,675.0,10.7,0.0,14,0
33,58512.41,12763.63,612.0,2.6,9524.28,10,0
47,74635.62,7460.67,589.0,1.6,10457.86,9,0
61,22081.52,28322.01,688.0,1.1,2115.87,4,0
37,76780.19,31008.14,659.0,3.5,13405.7,4,0
60,41024.25,22191.24,598.0,5.5,0.0,10,0
51,59137.24,2941.71,575.0,11.4,4521.89,13,0
54,43928.51,11104.83,678.0,5.3,13788.14,12,0
44,66458.37,21619.69,497.0,3.3,195.43,11,0
55,75498.95,14633.37,629.0,0.2,12901.88,12,0
26,67940.21,22217.76,661.0,12.4,14694.7,12,0
39,54920.38,24982.52,789.0,11.6,14438.74,8,0
50,45482.89,30257.57,651.0,2.4,10246.26,3,0
27,53613.96,9761.08,626.0,0.1,2968.72,10,0
30,68119.43,15650.28,673.0,6.6,2058.61,7,0
61,68805.33,11473.89,593.0,7.8,4979.76,7,0
52,66016.53,1000.0,632.0,3.9,0.0,2,0
54,29348.45,20612.7,652.0,2.6,8139.28,3,0
48,54539.55,19507.53,700.0,9.5,7309.26,12,0
35,42331.42,10625.39,596.0,1.1,8455.31,14,0
50,68298.58,2215.56,650.0,2.9,6558.72,4,0
57,39700.56,11927.01,507.0,0.1,9060.16,2,1
49,64041.08,20849.01,691.0,0.9,8475.61,14,0
42,49356.24,25698.66,632.0,14.1,0.0,9,0
24,17418.08,9299.37,801.0,4.3,9679.73,10,0
40,73619.19,23861.57,678.0,8.2,7873.47,11,0
52,54494.26,19979.77,581.0,3.3,0.0,6,0
56,80519.55,18305.87,563.0,9.0,13368.95,1,1
24,21693.82,4651.58,703.0,3.9,6210.24,1,0
47,49169.57,4999.24,794.0,0.0,11813.78,8,0
37,50671.91,8353.71,769.0,11.5,7734.26,11,0
32,60404.13,12388.9,553.0,0.8,0.0,6,0
42,28496.25,29405.97,666.0,3.0,9503.11,13,1
37,65880.76,9702.12,740.0,3.2,10978.44,10,0
30,93233.25,21170.01,543.0,0.2,15023.27,12,0
21,64490.75,11281.89,733.0,0.3,13513.66,7,0
42,56857.45,18781.66,594.0,7.2,15189.9,6,0
46,27450.85,14496.15,633.0,1.8,12418.08,2,0
38,39515.08,16416.19,672.0,2.6,5050.13,3,0
34,53883.1,17956.92,735.0,4.2,5191.83,8,0
49,44404.47,13004.34,773.0,2.3,13933.63,4,0
32,75525.13,17995.71,624.0,7.5,5669.62,13,0
56,65674.06,24871.33,612.0,10.8,11179.02,8,0
55,108847.57,8967.08,606.0,0.3,18256.04,3,0
32,35382.83,24486.93,712.0,5.0,4292.48,2,0
27,55662.29,12878.38,730.0,1.9,12369.81,7,0
49,27330.15,12032.06,722.0,4.4,3181.78,1,0
31,15000.0,20596.47,672.0,3.3,11518.42,11,0
53,69454.42,12270.73,679.0,2.0,17682.16,3,0
26,64932.31,17553.35,632.0,0.5,16032.58,2,0
35,37908.19,16805.98,639.0,4.1,5689.39,5,0
52,56860.59,1000.0,718.0,0.6,17442.4,2,0
31,42414.65,18340.68,671.0,0.8,6651.47,10,0
43,45115.85,3471.19,612.0,20.1,21730.85,5,0
46,48594.31,4080.95,738.0,1.9,8194.53,13,0
54,37068.7,17931.71,601.0,4.4,11976.98,3,0
54,40667.0,19292.72,662.0,1.6,11794.62,9,0
49,41231.29,24640.4,551.0,10.0,1436.48,10,0
24,63457.58,6285.06,574.0,1.7,16257.6,9,1
37,15000.0,9069.77,652.0,2.3,9317.26,8,0
55,50447.41,18714.93,594.0,4.7,4664.61,13,0
33,33246.36,24794.22,632.0,10.2,3492.24,5,0
61,33968.95,16537.4,747.0,8.5,4383.84,10,0
59,44486.93,7976.01,640.0,1.5,7538.29,11,0
35,54713.21,27051.34,722.0,8.8,1596.77,7,0
49,50711.76,12901.07,588.0,6.0,3101.69,2,0
49,33718.79,13150.39,694.0,22.9,0.0,3,0
31,69433.93,3513.22,570.0,13.7,3144.27,12,0
52,36947.92,20792.7,630.0,3.8,16186.26,11,0
22,40305.87,21820.84,697.0,6.9,15207.6,2,0
34,60689.84,9353.35,651.0,4.2,9620.36,10,0
40,61407.37,29009.66,725.0,4.5,20637.89,11,0
42,42766.01,10302.97,703.0,0.5,15289.04,1,0
31,15000.0,20002.04,625.0,0.0,10608.23,3,1
47,37290.18,16789.19,754.0,0.2,11261.03,4,0
23,58237.76,1000.0,685.0,17.0,8532.75,12,0
37,68772.16,19351.23,631.0,0.7,443.86,9,0
64,53414.07,18633.0,662.0,0.2,6400.96,12,0
48,45420.28,1000.0,657.0,1.9,0.0,2,0
49,100864.22,27202.67,666.0,4.4,1433.73,9,0
41,47550.28,18665.51,639.0,14.8,16327.93,1,0
36,67244.65,24915.21,680.0,6.0,8464.53,9,0
57,28298.96,1271.14,713.0,1.6,1603.32,6,0
40,33196.64,11716.54,684.0,14.0,11162.2,8,0
26,67946.51,24444.82,681.0,0.2,11626.19,3,0
39,75891.23,2453.67,642.0,19.3,17252.39,8,0
25,47205.66,11951.12,579.0,0.3,18669.68,11,0
23,18027.29,18252.01,560.0,7.0,12687.34,9,0
21,51648.85,1000.0,593.0,0.2,0.0,7,0
58,58788.12,4428.88,617.0,13.4,21682.16,4,0
35,56976.36,26056.67,784.0,0.6,16120.31,6,0
54,43732.21,15478.36,750.0,0.3,13095.19,6,0
55,51942.32,24413.6,603.0,11.0,7899.96,2,1
45,40004.46,16456.76,686.0,0.5,0.0,2,0
44,32763.24,34647.17,645.0,8.0,4639.83,11,0
32,70113.37,18509.86,669.0,6.9,7694.53,5,0
38,56955.97,25158.23,606.0,4.6,5594.58,1,0
35,51986.33,13031.31,829.0,2.4,14560.74,5,0
64,44857.05,16685.84,799.0,12.4,7540.87,10,0
36,51396.53,20134.97,627.0,10.2,3340.0,3,0
47,58206.33,21462.45,602.0,2.8,11004.35,3,0
28,89573.63,14688.07,724.0,1.3,3024.66,8,0
45,68090.74,15021.96,553.0,1.6,0.0,11,0
37,41673.82,19015.36,718.0,1.2,11056.61,3,0
49,41884.73,19010.1,660.0,3.9,7565.01,3,1
28,38766.38,6799.53,535.0,10.1,8940.91,1,0
35,50989.59,16799.69,638.0,7.4,16257.41,14,0
47,38750.97,17566.19,598.0,7.9,9505.9,8,1
27,64496.47,7189.45,663.0,3.0,11415.16,13,0
23,15000.0,22247.41,655.0,1.9,8102.95,14,0
49,65703.37,18301.96,542.0,7.1,12859.87,10,0
64,60507.55,33645.19,623.0,7.9,0.0,10,0
44,80254.85,14791.89,696.0,5.9,3353.89,6,0
23,72535.79,24088.89,710.0,0.2,5683.02,11,0
40,41326.04,19313.0,621.0,4.5,5123.39,8,0
35,70285.96,30371.52,687.0,2.1,3250.32,3,0
45,51638.65,7240.15,671.0,1.1,7508.08,14,0
50,16313.86,11037.49,646.0,5.9,7185.92,11,0
34,58176.64,7514.34,687.0,1.6,7505.04,6,0
27,42514.93,14376.66,576.0,12.2,9202.75,12,0
37,55004.43,6002.21,650.0,1.8,10986.74,2,0
64,88029.0,2791.33,522.0,4.1,3344.26,3,0
40,59495.74,1000.0,646.0,8.8,4865.94,13,0
56,34653.3,1000.0,764.0,2.6,13536.37,4,0
29,74288.3,20251.13,624.0,8.8,2348.33,9,0
58,62250.85,11356.49,756.0,6.4,3152.35,12,0
42,32296.76,5129.98,626.0,12.7,3362.21,4,0
22,22875.24,9727.36,563.0,2.0,6800.7,7,0
44,35453.25,10776.78,703.0,0.6,13988.82,12,0
28,71726.04,7283.2,687.0,2.8,11143.39,8,0
31,48967.96,27844.4,836.0,7.7,2762.41,5,0
33,56622.85,26334.63,572.0,3.0,18879.4,2,1
37,28229.41,27707.92,679.0,1.5,3826.11,11,0
28,72264.38,16433.57,681.0,0.1,0.0,8,0
41,15000.0,17243.72,735.0,1.9,18945.14,5,1
38,41892.45,9779.09,692.0,6.2,2978.89,5,0
50,63369.28,8223.43,627.0,0.8,7334.58,7,0
38,32547.37,15173.8,564.0,2.1,7196.09,6,0
51,67282.59,20218.85,678.0,0.1,11490.52,3,0
58,37616.12,24566.15,680.0,6.4,0.0,14,0
52,30478.59,10632.09,701.0,10.6,6195.88,14,0
31,80729.64,4978.13,627.0,4.2,5799.38,7,0
45,58078.6,20871.88,672.0,0.1,16482.27,12,0
53,65380.72,1000.0,526.0,1.2,4738.65,14,0
58,75364.19,14686.32,568.0,2.9,6075.57,1,0
61,15000.0,15714.44,725.0,4.4,12560.96,4,1
28,67695.65,11969.7,664.0,3.4,11068.4,4,0
31,39779.5,2638.04,688.0,12.4,3655.74,6,0
42,42414.54,12075.11,602.0,14.0,10570.44,6,0
44,63748.82,28140.34,592.0,0.6,3575.73,10,0
61,47739.18,19733.77,616.0,0.7,12819.4,8,0
37,66890.42,24293.72,669.0,2.2,7038.66,12,0
32,54183.14,5262.39,705.0,2.7,460.11,1,0
52,58364.18,17045.66,630.0,4.4,0.0,13,0
35,45195.57,15706.72,517.0,7.4,5743.89,7,0
36,33701.33,15861.64,682.0,0.7,3297.82,14,0
42,40193.65,19446.77,671.0,8.1,6562.28,4,0
48,52943.52,16178.58,688.0,4.7,7704.53,13,0
40,91744.77,5484.33,719.0,19.8,0.0,6,0
53,84438.13,19906.03,712.0,5.3,3620.76,10,0
30,41934.08,21727.07,759.0,6.3,7223.79,14,0
60,56205.15,25555.83,652.0,1.1,8600.28,9,0
52,49245.54,25909.22,615.0,7.3,12789.37,3,1
53,57605.33,18811.46,733.0,0.4,13823.27,8,0
22,60178.25,5857.3,723.0,5.3,6568.09,3,0
53,65550.3,2764.93,631.0,0.3,7112.74,6,0
53,15000.0,13183.25,738.0,0.6,5115.93,2,1
61,62329.97,22355.77,656.0,0.6,11934.52,9,0
33,47021.58,21840.28,752.0,0.3,5692.93,14,0
50,40901.24,17191.99,788.0,1.9,2199.07,13,0
53,70885.13,14707.53,850.0,25.9,0.0,2,0
